PERMNO,date,prc
57665,20060118,84.64
57665,20060119,84.7
57665,20060120,84.2
57665,20060123,83.45
57665,20060124,84.02
57665,20060125,84.26
57665,20060126,83.98
57665,20060127,83.15
57665,20060130,81.8
57665,20060131,80.95
57665,20060201,83.13
57665,20060202,83.35
57665,20060203,83.69
57665,20060206,84.15
57665,20060207,83.46
57665,20060208,84.39
57665,20060209,83.89
57665,20060210,84.47
57665,20060213,84.28
57665,20060214,84
57665,20060215,84.27
57665,20060216,84.76
57665,20060217,84.9
57665,20060221,85.08
57665,20060222,85.94
57665,20060223,86.57
57665,20060224,87.2
57665,20060227,87.3
57665,20060228,86.78
57665,20060301,86.31
57665,20060302,86.05
57665,20060303,86.3
57665,20060306,86.92
57665,20060307,84.9
57665,20060308,85
57665,20060309,85.35
57665,20060310,84.99
57665,20060313,84.45
57665,20060314,84.62
57665,20060315,85.02
57665,20060316,86.02
57665,20060317,85.42
57665,20060320,85.51
57665,20060321,84.95
57665,20060322,86.82
57665,20060323,86.01
57665,20060324,85.96
57665,20060327,85.45
57665,20060328,85.2
57665,20060329,85.54
57665,20060330,85
57665,20060331,85.1
57665,20060403,84.91
57665,20060404,85.04
57665,20060405,84.57
57665,20060406,84.86
57665,20060407,83.63
57665,20060410,83.09
57665,20060411,82.49
57665,20060412,82.55
57665,20060413,83.3
57665,20060417,81.81
57665,20060418,81.75
57665,20060419,82.12
57665,20060420,82.83
57665,20060421,83.02
57665,20060424,82.7
57665,20060425,82.02
57665,20060426,81.26
57665,20060427,81.84
57665,20060428,81.84
57665,20060501,81.7
57665,20060502,81.57
57665,20060503,81.13
57665,20060504,80.96
57665,20060505,81.55
57665,20060508,82.25
57665,20060509,82.2
57665,20060510,82.33
57665,20060511,81.31
57665,20060512,81.5
57665,20060515,81.64
57665,20060516,80.67
57665,20060517,80.3
57665,20060518,79.75
57665,20060519,78.7
57665,20060522,77.98
57665,20060523,78.99
57665,20060524,79.26
57665,20060525,79.65
57665,20060526,81.01
57665,20060530,80
57665,20060531,80.31
57665,20060601,81.42
57665,20060602,81.79
57665,20060605,80.25
57665,20060606,80.2
57665,20060607,80.74
57665,20060608,80.65
57665,20060609,81.13
57665,20060612,81.13
57665,20060613,81.37
57665,20060614,82.08
57665,20060615,83.55
57665,20060616,83.15
57665,20060619,83.07
57665,20060620,82.18
57665,20060621,82.75
57665,20060622,83.87
57665,20060623,84.36
57665,20060626,84.25
57665,20060627,83.63
57665,20060628,79.72
57665,20060629,80.98
57665,20060630,81
57665,20060703,81.33
57665,20060705,80.05
57665,20060706,79.79
57665,20060707,79.08
57665,20060710,78.98
57665,20060711,78.59
57665,20060712,78.61
57665,20060713,78.76
57665,20060714,78.58
57665,20060717,78.89
57665,20060718,78.5
57665,20060719,78.8
57665,20060720,79.6
57665,20060721,80.06
57665,20060724,80.64
57665,20060725,80.36
57665,20060726,80
57665,20060727,78.96
57665,20060728,79.9
57665,20060731,79
57665,20060801,78.69
57665,20060802,78.13
57665,20060803,78.15
57665,20060804,78.67
57665,20060807,77.92
57665,20060808,77.11
57665,20060809,76.88
57665,20060810,76.2
57665,20060811,76.51
57665,20060814,77.18
57665,20060815,77.67
57665,20060816,77.75
57665,20060817,76.96
57665,20060818,76.71
57665,20060821,76.77
57665,20060822,76.85
57665,20060823,76.85
57665,20060824,76.84
57665,20060825,76.77
57665,20060828,77.85
57665,20060829,79.97
57665,20060830,79.76
57665,20060831,80.76
57665,20060901,81.14
57665,20060905,81.41
57665,20060906,80.97
57665,20060907,80.59
57665,20060908,82.05
57665,20060911,82.42
57665,20060912,83.45
57665,20060913,83.1
57665,20060914,82.77
57665,20060915,82.97
57665,20060918,82.32
57665,20060919,82.03
57665,20060920,82.6
57665,20060921,82.46
57665,20060922,86.36
57665,20060925,86.51
57665,20060926,88.39
57665,20060927,88.11
57665,20060928,88.3
57665,20060929,87.62
57665,20061002,87.48
57665,20061003,87.86
57665,20061004,89.3
57665,20061005,89.01
57665,20061006,88.15
57665,20061009,88.46
57665,20061010,88.58
57665,20061011,88.44
57665,20061012,89.81
57665,20061013,89.6
57665,20061016,90.53
57665,20061017,89.75
57665,20061018,89.01
57665,20061019,89.4
57665,20061020,88.6
57665,20061023,90.34
57665,20061024,91.13
57665,20061025,93.35
57665,20061026,93.67
57665,20061027,91.86
57665,20061030,92.01
57665,20061031,91.88
57665,20061101,91.39
57665,20061102,92.8
57665,20061103,92.57
57665,20061106,92.83
57665,20061107,92.47
57665,20061108,92.98
57665,20061109,92.76
57665,20061110,94.07
57665,20061113,94.12
57665,20061114,94.7
57665,20061115,95.49
57665,20061116,95.23
57665,20061117,95.58
57665,20061120,96.34
57665,20061121,96.58
57665,20061122,97.03
57665,20061124,96.73
57665,20061127,95.88
57665,20061128,96
57665,20061129,96.87
57665,20061130,98.95
57665,20061201,97.6
57665,20061204,98.14
57665,20061205,98.51
57665,20061206,98.2
57665,20061207,97.94
57665,20061208,97.04
57665,20061211,97.45
57665,20061212,96.57
57665,20061213,95.85
57665,20061214,97
57665,20061215,96.05
57665,20061218,96.18
57665,20061219,96.19
57665,20061220,99.78
57665,20061221,100.29
57665,20061222,99.94
57665,20061226,100.1
57665,20061227,99.52
57665,20061228,99.2
57665,20061229,99.03
57665,20070103,97.67
57665,20070104,98.67
57665,20070105,98.83
57665,20070108,98.53
57665,20070109,99.76
57665,20070110,99.76
57665,20070111,99.98
57665,20070112,99.76
57665,20070116,99.97
57665,20070117,99.82
57665,20070118,99.67
57665,20070119,99.94
57665,20070122,97.7
57665,20070123,96.76
57665,20070124,96.84
57665,20070125,95.84
57665,20070126,95.2
57665,20070129,96.32
57665,20070130,97.75
57665,20070131,98.81
57665,20070201,100.68
57665,20070202,100.2
57665,20070205,99.42
57665,20070206,101.17
57665,20070207,102.9
57665,20070208,103.39
57665,20070209,103.6
57665,20070212,104.37
57665,20070213,105.2
57665,20070214,105.38
57665,20070215,105.51
57665,20070216,106.3
57665,20070220,106.81
57665,20070221,107.11
57665,20070222,108.23
57665,20070223,108.04
57665,20070226,107.83
57665,20070227,103.97
57665,20070228,104.47
57665,20070301,105.29
57665,20070302,103.86
57665,20070305,102.46
57665,20070306,105.1
57665,20070307,104.59
57665,20070308,104.6
57665,20070309,105.85
57665,20070312,105.6
57665,20070313,104.6
57665,20070314,104.82
57665,20070315,105.66
57665,20070316,107.47
57665,20070319,108.32
57665,20070320,109.25
57665,20070321,108.85
57665,20070322,108.6
57665,20070323,109.05
57665,20070326,108.79
57665,20070327,106.57
57665,20070328,105.13
57665,20070329,104.97
57665,20070330,106.26
57665,20070402,106.43
57665,20070403,53.2
57665,20070404,53.59
57665,20070405,53.48
57665,20070409,53.9
57665,20070410,54.01
57665,20070411,53.99
57665,20070412,54.23
57665,20070413,53.65
57665,20070416,54.37
57665,20070417,54.15
57665,20070418,53.89
57665,20070419,53.48
57665,20070420,53.53
57665,20070423,53.56
57665,20070424,53.51
57665,20070425,53.62
57665,20070426,53.84
57665,20070427,54.12
57665,20070430,53.86
57665,20070501,52.99
57665,20070502,53.48
57665,20070503,53.28
57665,20070504,53.29
57665,20070507,53.87
57665,20070508,53.75
57665,20070509,53.92
57665,20070510,53.31
57665,20070511,53.03
57665,20070514,52.87
57665,20070515,52.58
57665,20070516,52.99
57665,20070517,52.95
57665,20070518,53.25
57665,20070521,54.68
57665,20070522,55.13
57665,20070523,54.82
57665,20070524,54.47
57665,20070525,54.28
57665,20070529,54.72
57665,20070530,55.73
57665,20070531,56.75
57665,20070601,56.69
57665,20070604,57.23
57665,20070605,56.89
57665,20070606,55.71
57665,20070607,54.1
57665,20070608,52.96
57665,20070611,53.4
57665,20070612,53.19
57665,20070613,53.48
57665,20070614,53.68
57665,20070615,53.42
57665,20070618,53.63
57665,20070619,54.5
57665,20070620,53.63
57665,20070621,53.58
57665,20070622,52.95
57665,20070625,53.81
57665,20070626,53.82
57665,20070627,58.29
57665,20070628,58.29
57665,20070629,58.29
57665,20070702,58.4
57665,20070703,58.98
57665,20070705,59.35
57665,20070706,59.67
57665,20070709,59.08
57665,20070710,58.45
57665,20070711,58.45
57665,20070712,59.46
57665,20070713,59.01
57665,20070716,58.78
57665,20070717,59.45
57665,20070718,59.68
57665,20070719,59.83
57665,20070720,58.52
57665,20070723,59.4
57665,20070724,58.35
57665,20070725,57.83
57665,20070726,56.9
57665,20070727,55.44
57665,20070730,56.84
57665,20070731,56.45
57665,20070801,56.9
57665,20070802,56.95
57665,20070803,56.5
57665,20070806,57.47
57665,20070807,58.06
57665,20070808,56.61
57665,20070809,53.9
57665,20070810,55.78
57665,20070813,56.15
57665,20070814,54.66
57665,20070815,53.57
57665,20070816,53.19
57665,20070817,54.47
57665,20070820,54.38
57665,20070821,54.12
57665,20070822,54.19
57665,20070823,54.03
57665,20070824,54.12
57665,20070827,53.88
57665,20070828,53.53
57665,20070829,55.46
57665,20070830,55.76
57665,20070831,56.34
57665,20070904,56.42
57665,20070905,55.47
57665,20070906,55.8
57665,20070907,54.7
57665,20070910,55.15
57665,20070911,55.53
57665,20070912,56.08
57665,20070913,56.88
57665,20070914,57.23
57665,20070917,56.31
57665,20070918,58.79
57665,20070919,58.56
57665,20070920,58.32
57665,20070921,57.26
57665,20070924,57.81
57665,20070925,58.45
57665,20070926,58.39
57665,20070927,58.17
57665,20070928,58.66
57665,20071001,59.39
57665,20071002,59.16
57665,20071003,59.22
57665,20071004,59.36
57665,20071005,60.35
57665,20071008,60.01
57665,20071009,61.77
57665,20071010,61.86
57665,20071011,61.01
57665,20071012,63.15
57665,20071015,63.92
57665,20071016,63.91
57665,20071017,63.16
57665,20071018,63.26
57665,20071019,63.33
57665,20071022,63.17
57665,20071023,64.12
57665,20071024,63.46
57665,20071025,63.84
57665,20071026,64.61
57665,20071029,65.22
57665,20071030,64.93
57665,20071031,66.26
57665,20071101,63.82
57665,20071102,63.87
57665,20071105,63.38
57665,20071106,63.99
57665,20071107,62.78
57665,20071108,63.3
57665,20071109,62.21
57665,20071112,62.6
57665,20071113,63.99
57665,20071114,63.22
57665,20071115,63.05
57665,20071116,62.64
57665,20071119,62
57665,20071120,62.28
57665,20071121,62.88
57665,20071123,63.75
57665,20071126,62.18
57665,20071127,63.4
57665,20071128,65.21
57665,20071129,64.71
57665,20071130,65.65
57665,20071203,67
57665,20071204,65.8
57665,20071205,65.94
57665,20071206,65.41
57665,20071207,65.4
57665,20071210,65.86
57665,20071211,64.2
57665,20071212,64.45
57665,20071213,64.96
57665,20071214,64.32
57665,20071217,63.05
57665,20071218,63.75
57665,20071219,63.8
57665,20071220,66.01
57665,20071221,66.27
57665,20071224,66.88
57665,20071226,66.08
57665,20071227,65
57665,20071228,64.31
57665,20071231,64.24
57665,20080102,63.28
57665,20080103,62.71
57665,20080104,61.74
57665,20080107,62.11
57665,20080108,61.83
57665,20080109,61.97
57665,20080110,62.54
57665,20080111,60.7
57665,20080114,60.73
57665,20080115,57.06
57665,20080116,57.67
57665,20080117,55.98
57665,20080118,56.5
57665,20080122,57.29
57665,20080123,57.52
57665,20080124,57.41
57665,20080125,56
57665,20080128,57.29
57665,20080129,57.35
57665,20080130,59.4
57665,20080131,61.33
57665,20080201,62.51
57665,20080204,60.74
57665,20080205,59.8
57665,20080206,60.03
57665,20080207,60.76
57665,20080208,60.64
57665,20080211,60.66
57665,20080212,61.37
57665,20080213,62.55
57665,20080214,62.3
57665,20080215,62.29
57665,20080219,61.12
57665,20080220,61.2
57665,20080221,60.32
57665,20080222,60.59
57665,20080225,61.59
57665,20080226,62.61
57665,20080227,62.38
57665,20080228,62.04
57665,20080229,60.2
57665,20080303,60.09
57665,20080304,60.43
57665,20080305,60.81
57665,20080306,59.58
57665,20080307,58.24
57665,20080310,56.97
57665,20080311,57.92
57665,20080312,59.76
57665,20080313,61.03
57665,20080314,59.96
57665,20080317,59.26
57665,20080318,61.67
57665,20080319,61.83
57665,20080320,67.27
57665,20080324,69.08
57665,20080325,68.37
57665,20080326,66.27
57665,20080327,65.98
57665,20080328,65.86
57665,20080331,68
57665,20080401,69.57
57665,20080402,67.97
57665,20080403,68.9
57665,20080404,68.51
57665,20080407,66.83
57665,20080408,66.53
57665,20080409,66.44
57665,20080410,67.37
57665,20080411,66.69
57665,20080414,66.06
57665,20080415,65.82
57665,20080416,66.07
57665,20080417,67.55
57665,20080418,67.89
57665,20080421,68.62
57665,20080422,68.03
57665,20080423,67.58
57665,20080424,68.06
57665,20080425,68.74
57665,20080428,67.82
57665,20080429,68.23
57665,20080430,66.8
57665,20080501,67.81
57665,20080502,67.66
57665,20080505,66.98
57665,20080506,67.58
57665,20080507,66.75
57665,20080508,64.8
57665,20080509,64.87
57665,20080512,65.34
57665,20080513,65.66
57665,20080514,67.44
57665,20080515,68.02
57665,20080516,67.53
57665,20080519,67.78
57665,20080520,67.04
57665,20080521,65.13
57665,20080522,65.01
57665,20080523,64.77
57665,20080527,66.02
57665,20080528,67.38
57665,20080529,68.39
57665,20080530,68.37
57665,20080602,67.14
57665,20080603,66.97
57665,20080604,67.94
57665,20080605,70.07
57665,20080606,67.93
57665,20080609,68.58
57665,20080610,68.48
57665,20080611,67.44
57665,20080612,66.78
57665,20080613,68.99
57665,20080616,68.38
57665,20080617,68
57665,20080618,67.88
57665,20080619,67.84
57665,20080620,66.73
57665,20080623,66.9
57665,20080624,65.97
57665,20080625,65.97
57665,20080626,59.5
57665,20080627,60.34
57665,20080630,59.61
57665,20080701,58.99
57665,20080702,58.09
57665,20080703,58.52
57665,20080707,56.46
57665,20080708,58.32
57665,20080709,56.95
57665,20080710,55.67
57665,20080711,56.26
57665,20080714,55.81
57665,20080715,57.64
57665,20080716,58.16
57665,20080717,58.56
57665,20080718,58.2
57665,20080721,57.51
57665,20080722,58.67
57665,20080723,59.2
57665,20080724,58.13
57665,20080725,58.17
57665,20080728,57.24
57665,20080729,59.06
57665,20080730,59.68
57665,20080731,58.68
57665,20080801,59.4
57665,20080804,59.78
57665,20080805,61.58
57665,20080806,62.19
57665,20080807,60.85
57665,20080808,62.95
57665,20080811,63.27
57665,20080812,62.1
57665,20080813,61.97
57665,20080814,62
57665,20080815,62.29
57665,20080818,61.65
57665,20080819,61.03
57665,20080820,60.66
57665,20080821,60.59
57665,20080822,61.11
57665,20080825,59.71
57665,20080826,58.92
57665,20080827,59.67
57665,20080828,61.22
57665,20080829,60.61
57665,20080902,61.18
57665,20080903,61.91
57665,20080904,59.74
57665,20080905,58.82
57665,20080908,60.33
57665,20080909,60.28
57665,20080910,59.87
57665,20080911,60.97
57665,20080912,61.92
57665,20080915,60.5
57665,20080916,61.19
57665,20080917,59.56
57665,20080918,64.64
57665,20080919,63.7
57665,20080922,63.15
57665,20080923,60.83
57665,20080924,59.27
57665,20080925,65.01
57665,20080926,67.79
57665,20080929,65.05
57665,20080930,66.9
57665,20081001,66.16
57665,20081002,63.75
57665,20081003,63.25
57665,20081006,61.14
57665,20081007,57.98
57665,20081008,55.7
57665,20081009,53.08
57665,20081010,54.53
57665,20081013,55.85
57665,20081014,57.12
57665,20081015,50.36
57665,20081016,55.97
57665,20081017,57.48
57665,20081020,59.75
57665,20081021,57.12
57665,20081022,52.5
57665,20081023,50.73
57665,20081024,47.79
57665,20081027,46.55
57665,20081028,52.42
57665,20081029,52.48
57665,20081030,55.81
57665,20081031,57.63
57665,20081103,55.84
57665,20081104,56.22
57665,20081105,52.78
57665,20081106,50.64
57665,20081107,49.41
57665,20081110,47.97
57665,20081111,45.67
57665,20081112,44.37
57665,20081113,48.86
57665,20081114,46.53
57665,20081117,46.31
57665,20081118,46.64
57665,20081119,43.84
57665,20081120,43.61
57665,20081121,47.88
57665,20081124,50.32
57665,20081125,49.29
57665,20081126,53.25
57665,20081128,53.25
57665,20081201,48.02
57665,20081202,50.01
57665,20081203,52.01
57665,20081204,51.96
57665,20081205,53.34
57665,20081208,56.17
57665,20081209,52.94
57665,20081210,50.5
57665,20081211,48.73
57665,20081212,49.37
57665,20081215,48.19
57665,20081216,49.64
57665,20081217,50.64
57665,20081218,52.69
57665,20081219,51.26
57665,20081222,49.1
57665,20081223,47.96
57665,20081224,49.13
57665,20081226,49.76
57665,20081229,48.94
57665,20081230,49.69
57665,20081231,51
57665,20090102,53.06
57665,20090105,53.44
57665,20090106,52.36
57665,20090107,50.46
57665,20090108,51.39
57665,20090109,49.61
57665,20090112,50.12
57665,20090113,49.5
57665,20090114,46.65
57665,20090115,46.96
57665,20090116,46.8
57665,20090120,44.14
57665,20090121,45.66
57665,20090122,45.63
57665,20090123,45.68
57665,20090126,45.67
57665,20090127,45.51
57665,20090128,47.6
57665,20090129,45.99
57665,20090130,45.25
57665,20090202,44.43
57665,20090203,46.3
57665,20090204,45.78
57665,20090205,47.2
57665,20090206,48.68
57665,20090209,47.77
57665,20090210,45.05
57665,20090211,44.31
57665,20090212,44.46
57665,20090213,43.43
57665,20090217,41.94
57665,20090218,43.52
57665,20090219,42.81
57665,20090220,42.93
57665,20090223,41.61
57665,20090224,42.94
57665,20090225,42.15
57665,20090226,41.03
57665,20090227,41.53
57665,20090302,39.76
57665,20090303,40.05
57665,20090304,42.55
57665,20090305,39.94
57665,20090306,39.94
57665,20090309,38.57
57665,20090310,41.61
57665,20090311,43.43
57665,20090312,44.59
57665,20090313,44.67
57665,20090316,43.91
57665,20090317,45.41
57665,20090318,45.92
57665,20090319,46.5
57665,20090320,45.02
57665,20090323,47.62
57665,20090324,45.6
57665,20090325,46.37
57665,20090326,47.6
57665,20090327,46.84
57665,20090330,46.26
57665,20090331,46.89
57665,20090401,47
57665,20090402,50.49
57665,20090403,51.87
57665,20090406,51.27
57665,20090407,49.86
57665,20090408,50.24
57665,20090409,53.27
57665,20090413,53.12
57665,20090414,51.4
57665,20090415,52.11
57665,20090416,53.77
57665,20090417,54.61
57665,20090420,52.36
57665,20090421,53.27
57665,20090422,55
57665,20090423,54.39
57665,20090424,54.73
57665,20090427,54.13
57665,20090428,55.59
57665,20090429,52.96
57665,20090430,52.47
57665,20090501,52.92
57665,20090504,55.27
57665,20090505,55
57665,20090506,54.61
57665,20090507,53.08
57665,20090508,54.42
57665,20090511,53.14
57665,20090512,50.98
57665,20090513,49.52
57665,20090514,50.95
57665,20090515,49.75
57665,20090518,51.2
57665,20090519,52.04
57665,20090520,50.69
57665,20090521,51.35
57665,20090522,52.41
57665,20090526,54.17
57665,20090527,54.41
57665,20090528,55.11
57665,20090529,57.05
57665,20090601,59.26
57665,20090602,57.83
57665,20090603,58.17
57665,20090604,57.54
57665,20090605,58.29
57665,20090608,58
57665,20090609,58.66
57665,20090610,57.05
57665,20090611,56.62
57665,20090612,56.61
57665,20090615,55.94
57665,20090616,55.33
57665,20090617,54.63
57665,20090618,56.3
57665,20090619,56.7
57665,20090622,55.26
57665,20090623,53.54
57665,20090624,53.02
57665,20090625,51.28
57665,20090626,50.84
57665,20090629,51.75
57665,20090630,51.78
57665,20090701,52.42
57665,20090702,51.06
57665,20090706,51.91
57665,20090707,51.21
57665,20090708,51.51
57665,20090709,51.06
57665,20090710,51.3
57665,20090713,51.54
57665,20090714,51.9
57665,20090715,52.93
57665,20090716,53.19
57665,20090717,52.44
57665,20090720,52.83
57665,20090721,52.07
57665,20090722,51.53
57665,20090723,51.14
57665,20090724,52.17
57665,20090727,52.37
57665,20090728,52.91
57665,20090729,54.37
57665,20090730,56.09
57665,20090731,56.64
57665,20090803,56.62
57665,20090804,57.54
57665,20090805,57.02
57665,20090806,57.62
57665,20090807,58.07
57665,20090810,57.14
57665,20090811,56.79
57665,20090812,57.52
57665,20090813,57.81
57665,20090814,56.86
57665,20090817,55.44
57665,20090818,55.61
57665,20090819,56.77
57665,20090820,57
57665,20090821,55.65
57665,20090824,56
57665,20090825,55.16
57665,20090826,55.45
57665,20090827,56.83
57665,20090828,56.18
57665,20090831,55.39
57665,20090901,54.36
57665,20090902,53.31
57665,20090903,53.73
57665,20090904,54.23
57665,20090908,55.24
57665,20090909,55.35
57665,20090910,55.42
57665,20090911,54.99
57665,20090914,54.91
57665,20090915,54.69
57665,20090916,57.18
57665,20090917,58.09
57665,20090918,58.59
57665,20090921,58.55
57665,20090922,58.57
57665,20090923,58.3
57665,20090924,58.17
57665,20090925,58.64
57665,20090928,59
57665,20090929,60.09
57665,20090930,64.7
57665,20091001,62.5
57665,20091002,62.02
57665,20091005,62.78
57665,20091006,63.09
57665,20091007,63.42
57665,20091008,64.02
57665,20091009,63.59
57665,20091012,63.25
57665,20091013,63.68
57665,20091014,64.9
57665,20091015,64.96
57665,20091016,65.1
57665,20091019,66.09
57665,20091020,65.09
57665,20091021,64.75
57665,20091022,65.19
57665,20091023,64.17
57665,20091026,63.75
57665,20091027,64.09
57665,20091028,62.57
57665,20091029,63.71
57665,20091030,62.18
57665,20091102,62.5
57665,20091103,62.66
57665,20091104,62.73
57665,20091105,64.76
57665,20091106,64.56
57665,20091109,65.32
57665,20091110,64.47
57665,20091111,64.93
57665,20091112,64.09
57665,20091113,64.42
57665,20091116,66.1
57665,20091117,64.96
57665,20091118,64.42
57665,20091119,63.56
57665,20091120,63.92
57665,20091123,64.49
57665,20091124,64.52
57665,20091125,65.7
57665,20091127,65.05
57665,20091130,64.89
57665,20091201,65.4
57665,20091202,65.35
57665,20091203,64.67
57665,20091204,64.3
57665,20091207,64.54
57665,20091208,63.53
57665,20091209,61.95
57665,20091210,62.7
57665,20091211,63.86
57665,20091214,64.16
57665,20091215,64.35
57665,20091216,64.05
57665,20091217,63.25
57665,20091218,64.42
57665,20091221,64.88
57665,20091222,65.1
57665,20091223,65.44
57665,20091224,65.25
57665,20091228,65.5
57665,20091229,66.21
57665,20091230,66.14
57665,20091231,66.07
57665,20100104,65.35
57665,20100105,65.61
57665,20100106,65.21
57665,20100107,65.85
57665,20100108,65.72
57665,20100111,64.91
57665,20100112,64.82
57665,20100113,65.4
57665,20100114,64.99
57665,20100115,64.39
57665,20100119,64.71
57665,20100120,64.18
57665,20100121,63.64
57665,20100122,62.98
57665,20100125,63.67
57665,20100126,63.74
57665,20100127,64
57665,20100128,63.52
57665,20100129,63.75
57665,20100201,64.1
57665,20100202,63.93
57665,20100203,64
57665,20100204,62.09
57665,20100205,61.7
57665,20100208,61.3
57665,20100209,62.51
57665,20100210,62.64
57665,20100211,62.95
57665,20100212,62.49
57665,20100216,63.65
57665,20100217,64.48
57665,20100218,64.44
57665,20100219,64.35
57665,20100222,64.31
57665,20100223,64.13
57665,20100224,64.93
57665,20100225,66.16
57665,20100226,67.6
57665,20100301,68.24
57665,20100302,68.03
57665,20100303,67.64
57665,20100304,67.63
57665,20100305,68.32
57665,20100308,68.82
57665,20100309,68.93
57665,20100310,69.12
57665,20100311,69.75
57665,20100312,69.9
57665,20100315,70.39
57665,20100316,70.38
57665,20100317,70.88
57665,20100318,74.66
57665,20100319,73.52
57665,20100322,73.88
57665,20100323,74.49
57665,20100324,73.38
57665,20100325,73.57
57665,20100326,73.89
57665,20100329,73.97
57665,20100330,73.81
57665,20100331,73.5
57665,20100401,74.01
57665,20100405,74.11
57665,20100406,73.91
57665,20100407,73.59
57665,20100408,73.99
57665,20100409,75.18
57665,20100412,75.53
57665,20100413,75.51
57665,20100414,75.8
57665,20100415,75.64
57665,20100416,75.17
57665,20100419,75.58
57665,20100420,76.36
57665,20100421,76.72
57665,20100422,78.23
57665,20100423,77.9
57665,20100426,78.02
57665,20100427,76.74
57665,20100428,76.44
57665,20100429,77.57
57665,20100430,75.91
57665,20100503,77.77
57665,20100504,77.35
57665,20100505,75.21
57665,20100506,72.3
57665,20100507,70.61
57665,20100510,76.65
57665,20100511,76.43
57665,20100512,77.85
57665,20100513,75.55
57665,20100514,73.74
57665,20100517,73.63
57665,20100518,72.93
57665,20100519,72.25
57665,20100520,70.31
57665,20100521,71.39
57665,20100524,71.34
57665,20100525,72.91
57665,20100526,72.52
57665,20100527,73.9
57665,20100528,72.38
57665,20100601,71.18
57665,20100602,73
57665,20100603,73.63
57665,20100604,70.77
57665,20100607,69.59
57665,20100608,70.26
57665,20100609,70.01
57665,20100610,71.75
57665,20100611,72.33
57665,20100614,72.22
57665,20100615,73.98
57665,20100616,73.83
57665,20100617,74.57
57665,20100618,74.94
57665,20100621,74.35
57665,20100622,72.46
57665,20100623,72.52
57665,20100624,69.63
57665,20100625,70.12
57665,20100628,70.5
57665,20100629,68.17
57665,20100630,67.55
57665,20100701,68.07
57665,20100702,67.86
57665,20100706,67.21
57665,20100707,68.56
57665,20100708,70.28
57665,20100709,70.15
57665,20100712,69.81
57665,20100713,70.47
57665,20100714,70.54
57665,20100715,70.65
57665,20100716,68.96
57665,20100719,68.61
57665,20100720,69.84
57665,20100721,69.65
57665,20100722,71.56
57665,20100723,72.74
57665,20100726,73.22
57665,20100727,73.68
57665,20100728,73.11
57665,20100729,73.53
57665,20100730,73.64
57665,20100802,74.32
57665,20100803,73.1
57665,20100804,74
57665,20100805,74.06
57665,20100806,73.96
57665,20100809,74.12
57665,20100810,73.91
57665,20100811,72.08
57665,20100812,71.52
57665,20100813,70.58
57665,20100816,71.06
57665,20100817,71.71
57665,20100818,72.24
57665,20100819,71.34
57665,20100820,71.26
57665,20100823,70.95
57665,20100824,70.05
57665,20100825,70.13
57665,20100826,70.39
57665,20100827,70.94
57665,20100830,70.36
57665,20100831,70
57665,20100901,72.13
57665,20100902,72.96
57665,20100903,74.25
57665,20100907,74.02
57665,20100908,74.14
57665,20100909,73.92
57665,20100910,73.75
57665,20100913,74.68
57665,20100914,75.27
57665,20100915,76.56
57665,20100916,76.64
57665,20100917,77.26
57665,20100920,78.37
57665,20100921,77.69
57665,20100922,77.31
57665,20100923,77.67
57665,20100924,79.57
57665,20100927,79.11
57665,20100928,80.64
57665,20100929,79.93
57665,20100930,80.14
57665,20101001,80.25
57665,20101004,79.88
57665,20101005,81.3
57665,20101006,81.31
57665,20101007,80.99
57665,20101008,82.04
57665,20101011,81.98
57665,20101012,81.89
57665,20101013,82.02
57665,20101014,81.77
57665,20101015,82
57665,20101018,81.66
57665,20101019,80.73
57665,20101020,81.24
57665,20101021,82.11
57665,20101022,81.92
57665,20101025,82.05
57665,20101026,81.82
57665,20101027,81.03
57665,20101028,81.11
57665,20101029,81.44
57665,20101101,81.1
57665,20101102,81.75
57665,20101103,81.83
57665,20101104,83.41
57665,20101105,84.11
57665,20101108,83.61
57665,20101109,83.2
57665,20101110,83.88
57665,20101111,83.67
57665,20101112,82.62
57665,20101115,81.8
57665,20101116,80.51
57665,20101117,81.39
57665,20101118,82.47
57665,20101119,85.81
57665,20101122,85.92
57665,20101123,85.26
57665,20101124,86.53
57665,20101126,85.96
57665,20101129,85.16
57665,20101130,86.13
57665,20101201,87.64
57665,20101202,87.83
57665,20101203,87.53
57665,20101206,87.73
57665,20101207,87.19
57665,20101208,87.32
57665,20101209,87.47
57665,20101210,87.8
57665,20101213,89.23
57665,20101214,89.28
57665,20101215,88.58
57665,20101216,89.23
57665,20101217,90.05
57665,20101220,90.27
57665,20101221,92.3
57665,20101222,86.95
57665,20101223,86.05
57665,20101227,85.83
57665,20101228,86.33
57665,20101229,85.27
57665,20101230,85.76
57665,20101231,85.42
57665,20110103,86.09
57665,20110104,83.97
57665,20110105,84.52
57665,20110106,83.76
57665,20110107,83.53
57665,20110110,84.17
57665,20110111,84.02
57665,20110112,83.73
57665,20110113,82.56
57665,20110114,84.07
57665,20110118,84.06
57665,20110119,83.66
57665,20110120,83.07
57665,20110121,82.3
57665,20110124,82.66
57665,20110125,82.88
57665,20110126,84
57665,20110127,82.77
57665,20110128,81.46
57665,20110131,82.48
57665,20110201,83.55
57665,20110202,83.91
57665,20110203,83.8
57665,20110204,85.74
57665,20110207,86.5
57665,20110208,86.71
57665,20110209,87.25
57665,20110210,86.79
